FID,SHAPE,NAME,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.538647,POINT (16.47553148877766 48.21247083058467),Trinkbrunnen,538647,
TRINKBRUNNENOGD.538648,POINT (16.49119348153431 48.22596860823515),Trinkbrunnen,538648,
TRINKBRUNNENOGD.538649,POINT (16.482140919184577 48.21736861632356),Trinkbrunnen,538649,
TRINKBRUNNENOGD.538650,POINT (16.490876226437813 48.27776152683905),Trinkbrunnen,538650,
TRINKBRUNNENOGD.538651,POINT (16.47698553594116 48.21883196377138),Trinkbrunnen,538651,
TRINKBRUNNENOGD.538652,POINT (16.472391861224995 48.24603231278911),Trinkbrunnen,538652,
TRINKBRUNNENOGD.538653,POINT (16.490544163309348 48.21451297032471),Trinkbrunnen,538653,
TRINKBRUNNENOGD.538654,POINT (16.484539180149955 48.22126338022302),Trinkbrunnen,538654,
TRINKBRUNNENOGD.538655,POINT (16.52447729006859 48.213118529595725),Trinkbrunnen,538655,
TRINKBRUNNENOGD.538656,POINT (16.525256122565512 48.2179474301525),Trinkbrunnen,538656,
TRINKBRUNNENOGD.538657,POINT (16.475308933640125 48.21415855298895),Trinkbrunnen,538657,
TRINKBRUNNENOGD.538658,POINT (16.445079095822756 48.27165455590254),Spielbrunnen,538658,
TRINKBRUNNENOGD.538659,POINT (16.420374626434857 48.2974003700152),Trinkbrunnen mit Tränke,538659,
TRINKBRUNNENOGD.538660,POINT (16.416675694247225 48.2947107187354),Trinkbrunnen,538660,
TRINKBRUNNENOGD.538661,POINT (16.41721436483248 48.2946288179103),Trinkbrunnen,538661,
TRINKBRUNNENOGD.538662,POINT (16.423564014114344 48.25901710994267),Trinkbrunnen,538662,
TRINKBRUNNENOGD.538663,POINT (16.39429630508323 48.21944749083968),Trinkbrunnen mit Tränke,538663,
TRINKBRUNNENOGD.538664,POINT (16.44257473176676 48.25316820753218),Trinkbrunnen,538664,
TRINKBRUNNENOGD.538665,POINT (16.338461908594358 48.202003196521474),Spielbrunnen,538665,
TRINKBRUNNENOGD.538666,POINT (16.33761766715908 48.24479559452253),Spielbrunnen,538666,
TRINKBRUNNENOGD.538667,POINT (16.425740013316346 48.1765207403398),Trinkbrunnen mit Tränke,538667,
TRINKBRUNNENOGD.538668,POINT (16.324774628178282 48.234063312553275),Trinkbrunnen mit Tränke,538668,
TRINKBRUNNENOGD.538669,POINT (16.334753420610234 48.22675905337882),Spielbrunnen,538669,
TRINKBRUNNENOGD.538670,POINT (16.394215600692227 48.252447976482),Spielbrunnen,538670,
TRINKBRUNNENOGD.538671,POINT (16.393625960219698 48.19007337760511),Trinkbrunnen,538671,
TRINKBRUNNENOGD.538632,POINT (16.35121357809061 48.20746204964263),Trinkbrunnen,538632,
TRINKBRUNNENOGD.538633,POINT (16.34294750735582 48.20751984767523),Trinkbrunnen,538633,
TRINKBRUNNENOGD.538634,POINT (16.31698656843766 48.18871539697387),Trinkbrunnen mit Tränke,538634,
TRINKBRUNNENOGD.538672,POINT (16.411053553450696 48.16919357549835),Trinkbrunnen mit Tränke,538672,
TRINKBRUNNENOGD.538673,POINT (16.34889608836167 48.21681431410457),Trinkbrunnen,538673,
TRINKBRUNNENOGD.538674,POINT (16.45321590336439 48.237550380448866),Trinkbrunnen,538674,
TRINKBRUNNENOGD.538675,POINT (16.38574944477498 48.237888521549486),Auslaufbrunnen,538675,
TRINKBRUNNENOGD.538676,POINT (16.375575547456332 48.19087125851773),Trinkbrunnen mit Tränke,538676,
TRINKBRUNNENOGD.538677,POINT (16.325950782390866 48.16651302208272),Trinkbrunnen,538677,
TRINKBRUNNENOGD.538678,POINT (16.37865564265918 48.20444103069075),Trinkbrunnen,538678,
TRINKBRUNNENOGD.538679,POINT (16.438028336112843 48.26992765159322),Trinkbrunnen mit Tränke,538679,
TRINKBRUNNENOGD.538680,POINT (16.398773780284536 48.252479487153124),Trinkbrunnen,538680,
TRINKBRUNNENOGD.538681,POINT (16.3932870020647 48.251557693933805),Trinkbrunnen,538681,
TRINKBRUNNENOGD.538682,POINT (16.472492336667145 48.245810400781814),Spielbrunnen,538682,
TRINKBRUNNENOGD.538683,POINT (16.443725304602303 48.16100069940292),Hundetrinkbrunnen,538683,
TRINKBRUNNENOGD.538684,POINT (16.34980602074083 48.23246312114624),Hundetrinkbrunnen,538684,
TRINKBRUNNENOGD.538685,POINT (16.347979910721104 48.23163313871852),Trinkbrunnen,538685,
TRINKBRUNNENOGD.538686,POINT (16.33764245285898 48.25827626726721),Trinkbrunnen mit Tränke,538686,
TRINKBRUNNENOGD.538687,POINT (16.280493372634577 48.13599906835934),Trinkbrunnen mit Tränke,538687,
TRINKBRUNNENOGD.538688,POINT (16.282406924373262 48.13532230146254),Trinkbrunnen mit Tränke,538688,
TRINKBRUNNENOGD.538689,POINT (16.281845049635663 48.13553309779887),Trinkbrunnen mit Tränke,538689,
TRINKBRUNNENOGD.538690,POINT (16.38684683357747 48.15273011009428),Trinkbrunnen,538690,
TRINKBRUNNENOGD.538691,POINT (16.370801100548796 48.2353225372045),Trinkbrunnen mit Tränke,538691,
TRINKBRUNNENOGD.538692,POINT (16.359446189046412 48.21191314140926),Trinkbrunnen,538692,
TRINKBRUNNENOGD.538693,POINT (16.359289020511454 48.211855081893596),Spielbrunnen,538693,
TRINKBRUNNENOGD.538694,POINT (16.39631376095996 48.22594097014825),Trinkbrunnen mit Tränke,538694,
TRINKBRUNNENOGD.538695,POINT (16.363961511422048 48.19237599277395),Trinkbrunnen mit Tränke,538695,
TRINKBRUNNENOGD.538696,POINT (16.382350757152516 48.16949598226187),Trinkbrunnen mit Tränke,538696,
TRINKBRUNNENOGD.538697,POINT (16.419391336266745 48.17388431553733),Trinkbrunnen mit Tränke,538697,
TRINKBRUNNENOGD.538698,POINT (16.46113814897758 48.234142139460694),Trinkbrunnen,538698,
TRINKBRUNNENOGD.538699,POINT (16.38962304315314 48.2563781738836),Spielbrunnen,538699,
TRINKBRUNNENOGD.538700,POINT (16.42904371127854 48.16955595431751),Trinkbrunnen mit Tränke,538700,
TRINKBRUNNENOGD.538701,POINT (16.40579324602902 48.27436150648512),Trinkbrunnen mit Tränke,538701,
TRINKBRUNNENOGD.538702,POINT (16.392123061548993 48.26081452375715),Trinkbrunnen,538702,
TRINKBRUNNENOGD.538703,POINT (16.39205494335216 48.1917845073643),Trinkbrunnen,538703,
TRINKBRUNNENOGD.538704,POINT (16.33064517728694 48.245921110890144),Trinkbrunnen mit Tränke,538704,
TRINKBRUNNENOGD.538705,POINT (16.35331574488417 48.216020049976976),Trinkbrunnen,538705,
TRINKBRUNNENOGD.538706,POINT (16.491549118994826 48.24746015402398),Spielbrunnen,538706,
TRINKBRUNNENOGD.538707,POINT (16.491946813553337 48.248291513109045),Trinkbrunnen,538707,
TRINKBRUNNENOGD.538708,POINT (16.249796227446453 48.21818665786625),Trinkbrunnen,538708,
TRINKBRUNNENOGD.538709,POINT (16.334679863626487 48.18447019657404),Trinkbrunnen,538709,
TRINKBRUNNENOGD.538710,POINT (16.30709084222748 48.24769405288335),Trinkbrunnen,538710,
TRINKBRUNNENOGD.538711,POINT (16.301778349186247 48.24303621782746),Trinkbrunnen,538711,
TRINKBRUNNENOGD.538712,POINT (16.294683812314904 48.143488951868854),Trinkbrunnen,538712,
TRINKBRUNNENOGD.538713,POINT (16.512367280695116 48.162033274335585),Trinkbrunnen,538713,
TRINKBRUNNENOGD.538129,POINT (16.383984438313828 48.16786112327462),Trinkbrunnen mit Tränke,538129,
TRINKBRUNNENOGD.538130,POINT (16.354152052409244 48.17481044089911),Trinkbrunnen mit Tränke,538130,
TRINKBRUNNENOGD.538131,POINT (16.368652339078043 48.1745425123145),Trinkbrunnen mit Tränke,538131,
TRINKBRUNNENOGD.538132,POINT (16.368630256104314 48.1746783855938),Trinkbrunnen mit Tränke,538132,
TRINKBRUNNENOGD.538133,POINT (16.35472322071361 48.17563029729912),Trinkbrunnen mit Tränke,538133,
TRINKBRUNNENOGD.538134,POINT (16.403006077781306 48.164852461226744),Trinkbrunnen mit Tränke,538134,
TRINKBRUNNENOGD.538135,POINT (16.33237870601877 48.20402260084027),Trinkbrunnen mit Tränke,538135,
TRINKBRUNNENOGD.538136,POINT (16.33199651920975 48.20350361832324),Trinkbrunnen,538136,
TRINKBRUNNENOGD.538137,POINT (16.357999926114662 48.227048075620246),Trinkbrunnen mit Tränke,538137,
TRINKBRUNNENOGD.538138,POINT (16.351840025945293 48.197874339899684),Trinkbrunnen mit Tränke,538138,
TRINKBRUNNENOGD.538139,POINT (16.35323235354389 48.1979045975061),Trinkbrunnen mit Tränke,538139,
TRINKBRUNNENOGD.538140,POINT (16.35236751198132 48.19796468561233),Trinkbrunnen mit Tränke,538140,
TRINKBRUNNENOGD.538141,POINT (16.32719017640389 48.20988941225773),Trinkbrunnen mit Tränke,538141,
TRINKBRUNNENOGD.538142,POINT (16.368065802972595 48.174704021092616),Spielbrunnen,538142,
TRINKBRUNNENOGD.538143,POINT (16.368110585027214 48.17534914060845),Trinkbrunnen mit Tränke,538143,
TRINKBRUNNENOGD.538144,POINT (16.38472936566927 48.23830654854608),Trinkbrunnen mit Tränke,538144,
TRINKBRUNNENOGD.538145,POINT (16.33872567946265 48.24488485506933),Trinkbrunnen mit Tränke,538145,
TRINKBRUNNENOGD.538146,POINT (16.337717484323157 48.244858749998116),Trinkbrunnen mit Tränke,538146,
TRINKBRUNNENOGD.538147,POINT (16.357135526661743 48.25383035693213),Trinkbrunnen mit Tränke,538147,
TRINKBRUNNENOGD.538148,POINT (16.358135696873987 48.25260084751094),Trinkbrunnen mit Tränke,538148,
TRINKBRUNNENOGD.538149,POINT (16.357521378093708 48.252004546349504),Trinkbrunnen mit Tränke,538149,
TRINKBRUNNENOGD.538150,POINT (16.361858843480185 48.252292180499886),Trinkbrunnen mit Tränke,538150,
TRINKBRUNNENOGD.538151,POINT (16.416730287253714 48.1679451219429),Trinkbrunnen mit Tränke,538151,
TRINKBRUNNENOGD.538152,POINT (16.41631380345807 48.16749597985659),Trinkbrunnen mit Tränke,538152,
TRINKBRUNNENOGD.538153,POINT (16.418608805750534 48.169010649056084),Trinkbrunnen mit Tränke,538153,
TRINKBRUNNENOGD.538154,POINT (16.42482486711692 48.15696218665356),Trinkbrunnen mit Tränke,538154,
TRINKBRUNNENOGD.538155,POINT (16.410973171550456 48.17359029842749),Trinkbrunnen mit Tränke,538155,
TRINKBRUNNENOGD.538156,POINT (16.43054414979012 48.16804019807321),Trinkbrunnen mit Tränke,538156,
TRINKBRUNNENOGD.538157,POINT (16.46021009538201 48.15396214404915),Trinkbrunnen mit Tränke,538157,
TRINKBRUNNENOGD.538158,POINT (16.461597499102037 48.15330648588442),Trinkbrunnen mit Tränke,538158,
TRINKBRUNNENOGD.538159,POINT (16.38297296551801 48.268588239934545),Trinkbrunnen mit Tränke,538159,
TRINKBRUNNENOGD.538160,POINT (16.394006435865577 48.273125605468216),Trinkbrunnen mit Tränke,538160,
TRINKBRUNNENOGD.538161,POINT (16.359235959724153 48.17220464300393),Trinkbrunnen,538161,
TRINKBRUNNENOGD.538162,POINT (16.44791550407697 48.27215365449334),Trinkbrunnen mit Tränke,538162,
TRINKBRUNNENOGD.538163,POINT (16.4490601064426 48.271834226253745),Trinkbrunnen mit Tränke,538163,
TRINKBRUNNENOGD.538164,POINT (16.46981532943602 48.15472038522209),Trinkbrunnen mit Tränke,538164,
TRINKBRUNNENOGD.538165,POINT (16.469362597528885 48.154568148909874),Trinkbrunnen mit Tränke,538165,
TRINKBRUNNENOGD.538166,POINT (16.378045069131044 48.2488411304917),Trinkbrunnen,538166,
TRINKBRUNNENOGD.538167,POINT (16.374139864476017 48.24439244800722),Spielbrunnen,538167,
TRINKBRUNNENOGD.538168,POINT (16.368300594473386 48.170834024416244),Trinkbrunnen,538168,
TRINKBRUNNENOGD.538169,POINT (16.443090732509525 48.25822567480034),Trinkbrunnen mit Tränke,538169,
